service_date,day_type,bus,rail_boardings,total_rides,calculated_total,day_of_week,day_type_num,month,year,ridership_tier,rolling_avg,rolling_std,anomaly
2001-01-01 00:00:00,U,297192,126455,423647,423647,0,2,1,2001,Low,,,False
2001-01-02 00:00:00,W,780827,501952,1282779,1282779,1,0,1,2001,High,,,False
2001-01-03 00:00:00,W,824923,536432,1361355,1361355,2,0,1,2001,High,,,False
2001-01-04 00:00:00,W,870021,550011,1420032,1420032,3,0,1,2001,High,,,False
2001-01-05 00:00:00,W,890426,557917,1448343,1448343,4,0,1,2001,High,,,False
2001-01-06 00:00:00,A,577401,255356,832757,832757,5,1,1,2001,Medium,,,False
2001-01-07 00:00:00,U,375831,169825,545656,545656,6,2,1,2001,Medium,1044938.4285714285,435971.13073300966,False
2001-01-08 00:00:00,W,985221,590706,1575927,1575927,0,0,1,2001,High,1209549.857142857,375653.28159817297,False
2001-01-09 00:00:00,W,978377,599905,1578282,1578282,1,0,1,2001,High,1251764.5714285714,401002.6265395516,False
2001-01-10 00:00:00,W,984884,602052,1586936,1586936,2,0,1,2001,High,1283990.4285714286,419896.5988521687,False
2001-01-11 00:00:00,W,995561,607503,1603064,1603064,3,0,1,2001,High,1310137.857142857,435199.9044590232,False
2001-01-12 00:00:00,W,1018985,605252,1624237,1624237,4,0,1,2001,High,1335265.5714285714,449357.23296387744,False
2001-01-13 00:00:00,A,591791,270056,861847,861847,5,1,1,2001,Medium,1339421.2857142857,444038.4605315604,False
2001-01-14 00:00:00,U,373091,174842,547933,547933,6,2,1,2001,Medium,1339746.5714285714,443360.38079078787,False
2001-01-15 00:00:00,W,675845,412149,1087994,1087994,0,0,1,2001,High,1270041.857142857,438367.71010094136,False
2001-01-16 00:00:00,W,1024367,622163,1646530,1646530,1,0,1,2001,High,1279791.5714285714,447039.0424966099,False
2001-01-17 00:00:00,W,1018690,620343,1639033,1639033,2,0,1,2001,High,1287234.0,453393.20846552914,False
2001-01-18 00:00:00,W,1006996,618832,1625828,1625828,3,0,1,2001,High,1290486.0,456109.5789946389,False
2001-01-19 00:00:00,W,909964,583851,1493815,1493815,4,0,1,2001,High,1271854.2857142857,442669.67652781255,False
2001-01-20 00:00:00,A,582348,263815,846163,846163,5,1,1,2001,Medium,1269613.7142857143,445123.6926172749,False
2001-01-21 00:00:00,U,378381,172107,550488,550488,6,2,1,2001,Medium,1269978.7142857143,444433.80035265646,False
2001-01-22 00:00:00,W,1005936,598777,1604713,1604713,0,0,1,2001,High,1343795.7142857143,452016.6620733188,False
2001-01-23 00:00:00,W,1019983,610352,1630335,1630335,1,0,1,2001,High,1341482.142857143,450246.8994845787,False
2001-01-24 00:00:00,W,991661,606835,1598496,1598496,2,0,1,2001,High,1335691.142857143,446022.8849477827,False
2001-01-25 00:00:00,W,1004257,609877,1614134,1614134,3,0,1,2001,High,1334020.5714285714,444775.21973496437,False
2001-01-26 00:00:00,W,965324,597039,1562363,1562363,4,0,1,2001,High,1343813.142857143,449608.1109586544,False
2001-01-27 00:00:00,A,590836,268078,858914,858914,5,1,1,2001,Medium,1345634.7142857143,447275.6435427393,False
2001-01-28 00:00:00,U,368819,174434,543253,543253,6,2,1,2001,Medium,1344601.142857143,449422.5272745122,False
2001-01-29 00:00:00,W,953532,587052,1540584,1540584,0,0,1,2001,High,1335439.857142857,443855.6909076902,False
2001-01-30 00:00:00,W,982046,607858,1589904,1589904,1,0,1,2001,High,1329664.0,439621.5374512493,False
2001-01-31 00:00:00,W,999392,610508,1609900,1609900,2,0,1,2001,High,1331293.142857143,440803.35182347434,False
2001-02-01 00:00:00,W,1054608,615268,1669876,1669876,3,0,2,2001,High,1339256.2857142857,447221.2519259771,False
2001-02-02 00:00:00,W,966701,577767,1544468,1544468,4,0,2,2001,High,1336699.857142857,445782.19335546566,False
2001-02-03 00:00:00,A,611703,263612,875315,875315,5,1,2,2001,Medium,1339042.857142857,442886.1435795997,False
2001-02-04 00:00:00,U,404212,178398,582610,582610,6,2,2,2001,Medium,1344665.2857142857,431195.374465263,False
2001-02-05 00:00:00,W,1045944,600588,1646532,1646532,0,0,2,2001,High,1359800.7142857143,440967.2149494091,False
2001-02-06 00:00:00,W,1039393,612435,1651828,1651828,1,0,2,2001,High,1368647.0,446933.4633682441,False
2001-02-07 00:00:00,W,1015059,609022,1624081,1624081,2,0,2,2001,High,1370672.857142857,448239.5032674792,False
2001-02-08 00:00:00,W,1007760,610237,1617997,1617997,3,0,2,2001,High,1363261.5714285714,442864.5644343419,False
2001-02-09 00:00:00,W,970826,593354,1564180,1564180,4,0,2,2001,High,1366077.5714285714,444269.2634693732,False
2001-02-10 00:00:00,A,605404,271313,876717,876717,5,1,2,2001,Medium,1366277.857142857,444011.3844889676,False
2001-02-11 00:00:00,U,405433,178810,584243,584243,6,2,2,2001,Medium,1366511.142857143,443531.1871497612,False
2001-02-12 00:00:00,W,872330,539393,1411723,1411723,0,0,2,2001,High,1332967.0,427409.9220494695,False
2001-02-13 00:00:00,W,1050834,622753,1673587,1673587,1,0,2,2001,High,1336075.4285714286,430185.5141640863,False
2001-02-14 00:00:00,W,1004304,610966,1615270,1615270,2,0,2,2001,High,1334816.7142857143,429214.15955779585,False
2001-02-15 00:00:00,W,1028938,613323,1642261,1642261,3,0,2,2001,High,1338283.0,431971.368116376,False
2001-02-16 00:00:00,W,1033040,601418,1634458,1634458,4,0,2,2001,High,1348322.7142857143,438858.40203293937,False
2001-02-17 00:00:00,A,591717,269294,861011,861011,5,1,2,2001,Medium,1346079.0,441702.3318114439,False
2001-02-18 00:00:00,U,388788,176855,565643,565643,6,2,2,2001,Medium,1343421.857142857,447072.42811966134,False
2001-02-19 00:00:00,W,782447,457891,1240338,1240338,0,0,2,2001,High,1318938.2857142857,447401.32143066474,False
2001-02-20 00:00:00,W,1035400,610284,1645684,1645684,1,0,2,2001,High,1314952.142857143,443824.94304677873,False
2001-02-21 00:00:00,W,986212,600133,1586345,1586345,2,0,2,2001,High,1310820.0,440686.4391265066,False
2001-02-22 00:00:00,W,986399,606302,1592701,1592701,3,0,2,2001,High,1303740.0,434833.32106682006,False
2001-02-23 00:00:00,W,1024235,602352,1626587,1626587,4,0,2,2001,High,1302615.5714285714,433844.6423486399,False
2001-02-24 00:00:00,A,505193,246795,751988,751988,5,1,2,2001,Medium,1287040.857142857,453836.45457419613,False
2001-02-25 00:00:00,U,351637,172132,523769,523769,6,2,2,2001,Medium,1281058.857142857,465066.9726592896,False
2001-02-26 00:00:00,W,1009329,609256,1618585,1618585,0,0,2,2001,High,1335094.142857143,481239.8498567456,False
2001-02-27 00:00:00,W,1000630,609305,1609935,1609935,1,0,2,2001,High,1329987.142857143,477570.1738650315,False
2001-02-28 00:00:00,W,990416,610013,1600429,1600429,2,0,2,2001,High,1331999.142857143,478858.14461084723,False
2001-03-01 00:00:00,W,1051889,618440,1670329,1670329,3,0,3,2001,High,1343088.857142857,486735.9820848907,False
2001-03-02 00:00:00,W,1062234,611578,1673812,1673812,4,0,3,2001,High,1349835.2857142857,491623.0767680714,False
2001-03-03 00:00:00,A,678870,286786,965656,965656,5,1,3,2001,Medium,1380359.2857142857,453469.9258990667,False
2001-03-04 00:00:00,U,385978,178292,564270,564270,6,2,3,2001,Medium,1386145.142857143,440800.46768102434,False
2001-03-05 00:00:00,W,863086,549759,1412845,1412845,0,0,3,2001,High,1356753.7142857143,429431.3908172507,False
2001-03-06 00:00:00,W,1013530,603561,1617091,1617091,1,0,3,2001,High,1357776.0,430142.4841328746,False
2001-03-07 00:00:00,W,1028462,616666,1645128,1645128,2,0,3,2001,High,1364161.5714285714,434653.2343477414,False
2001-03-08 00:00:00,W,1000946,611371,1612317,1612317,3,0,3,2001,High,1355874.142857143,428350.0237109169,False
2001-03-09 00:00:00,W,1038368,606672,1645040,1645040,4,0,3,2001,High,1351763.857142857,424915.0126144558,False
2001-03-10 00:00:00,A,633472,283251,916723,916723,5,1,3,2001,Medium,1344773.4285714286,432657.6427665249,False
2001-03-11 00:00:00,U,410081,188228,598309,598309,6,2,3,2001,Medium,1349636.142857143,422495.3321724116,False
2001-03-12 00:00:00,W,979411,588857,1568268,1568268,0,0,3,2001,High,1371839.4285714286,430381.1222443266,False
2001-03-13 00:00:00,W,1017685,611347,1629032,1629032,1,0,3,2001,High,1373545.2857142857,431537.3251866383,False
2001-03-14 00:00:00,W,1025283,619417,1644700,1644700,2,0,3,2001,High,1373484.142857143,431492.46041826706,False
2001-03-15 00:00:00,W,960667,596612,1557279,1557279,3,0,3,2001,High,1365621.5714285714,426892.0894171648,False
2001-03-16 00:00:00,W,923613,583359,1506972,1506972,4,0,3,2001,High,1345897.5714285714,414850.0066774568,False
2001-03-17 00:00:00,A,602158,343893,946051,946051,5,1,3,2001,Medium,1350087.2857142857,409911.93367670046,False
2001-03-18 00:00:00,U,412146,194257,606403,606403,6,2,3,2001,Medium,1351243.5714285714,407441.84190174425,False
2001-03-19 00:00:00,W,1021700,602469,1624169,1624169,0,0,3,2001,High,1359229.4285714286,412915.52743019076,False
2001-03-20 00:00:00,W,1034388,618340,1652728,1652728,1,0,3,2001,High,1362614.5714285714,415584.56145003665,False
2001-03-21 00:00:00,W,1029332,616764,1646096,1646096,2,0,3,2001,High,1362814.0,415742.79292690917,False
2001-03-22 00:00:00,W,1030741,617815,1648556,1648556,3,0,3,2001,High,1375853.5714285714,424203.97228254,False
2001-03-23 00:00:00,W,1030685,605605,1636290,1636290,4,0,3,2001,High,1394327.5714285714,433578.161136243,False
2001-03-24 00:00:00,A,604139,277028,881167,881167,5,1,3,2001,Medium,1385058.4285714286,445294.0226033648,False
2001-03-25 00:00:00,U,348817,170742,519559,519559,6,2,3,2001,Medium,1372652.142857143,471067.61233303125,False
2001-03-26 00:00:00,W,989316,583176,1572492,1572492,0,0,3,2001,High,1365269.7142857143,466855.06488442246,False
2001-03-27 00:00:00,W,1017904,600914,1618818,1618818,1,0,3,2001,High,1360425.4285714286,463539.30201650923,False
2001-03-28 00:00:00,W,1007699,601999,1609698,1609698,2,0,3,2001,High,1355225.7142857143,459991.30197744496,False
2001-03-29 00:00:00,W,1020098,605027,1625125,1625125,3,0,3,2001,High,1351878.4285714286,457579.961141532,False
2001-03-30 00:00:00,W,978244,590403,1568647,1568647,4,0,3,2001,High,1342215.142857143,451243.01342529734,False
2001-03-31 00:00:00,A,626223,280950,907173,907173,5,1,3,2001,Medium,1345930.2857142857,446900.6606647294,False
2001-04-01 00:00:00,U,417716,192717,610433,610433,6,2,4,2001,Medium,1358912.2857142857,419366.2345705779,False
2001-04-02 00:00:00,W,1023629,611098,1634727,1634727,0,0,4,2001,High,1367803.0,425267.0495986417,False
2001-04-03 00:00:00,W,1057275,613993,1671268,1671268,1,0,4,2001,High,1375295.857142857,430852.2284358561,False
2001-04-04 00:00:00,W,1047634,625348,1672982,1672982,2,0,4,2001,High,1384336.4285714286,437207.50375531375,False
2001-04-05 00:00:00,W,973118,606535,1579653,1579653,3,0,4,2001,High,1377840.4285714286,433354.4447815814,False
2001-04-06 00:00:00,W,1015046,611352,1626398,1626398,4,0,4,2001,High,1386090.5714285714,438115.987969266,False
2001-04-07 00:00:00,A,642265,297971,940236,940236,5,1,4,2001,Medium,1390813.857142857,432230.99652285833,False
2001-04-08 00:00:00,U,437035,200720,637755,637755,6,2,4,2001,Medium,1394717.0,424055.52399577777,False
2001-04-09 00:00:00,W,998290,596418,1594708,1594708,0,0,4,2001,High,1389000.0,420535.63779740117,False
2001-04-10 00:00:00,W,1024817,613311,1638128,1638128,1,0,4,2001,High,1384265.7142857143,416999.9956589589,False
2001-04-11 00:00:00,W,985906,606764,1592670,1592670,2,0,4,2001,High,1372792.5714285714,408755.7950446933,False
2001-04-12 00:00:00,W,991795,608691,1600486,1600486,3,0,4,2001,High,1375768.7142857143,410584.7168809847,False
2001-04-13 00:00:00,W,865706,527116,1392822,1392822,4,0,4,2001,High,1342400.7142857143,396055.692663172,False
2001-04-14 00:00:00,A,628526,279728,908254,908254,5,1,4,2001,Medium,1337831.857142857,401613.7159561947,False
2001-04-15 00:00:00,U,364972,163191,528163,528163,6,2,4,2001,Medium,1322175.857142857,434262.15988211124,False
2001-04-16 00:00:00,W,859713,564614,1424327,1424327,0,0,4,2001,High,1297835.7142857143,421013.80227759545,False
2001-04-17 00:00:00,W,877834,583859,1461693,1461693,1,0,4,2001,High,1272630.7142857143,402102.61054433795,False
2001-04-18 00:00:00,W,907539,599600,1507139,1507139,2,0,4,2001,High,1260412.0,391927.4952624104,False
2001-04-19 00:00:00,W,917518,596505,1514023,1514023,3,0,4,2001,High,1248060.142857143,380622.99905918655,False
2001-04-20 00:00:00,W,922082,590659,1512741,1512741,4,0,4,2001,High,1265191.4285714286,390787.4099557872,False
2001-04-21 00:00:00,A,603039,293701,896740,896740,5,1,4,2001,Medium,1263546.5714285714,392560.39601054054,False
2001-04-22 00:00:00,U,384255,185526,569781,569781,6,2,4,2001,Medium,1269492.0,379670.0807328209,False
2001-04-23 00:00:00,W,979788,590446,1570234,1570234,0,0,4,2001,High,1290335.857142857,393346.07957388234,False
2001-04-24 00:00:00,W,1031150,618513,1649663,1649663,1,0,4,2001,High,1317188.7142857143,412922.9192648893,False
2001-04-25 00:00:00,W,977794,609447,1587241,1587241,2,0,4,2001,High,1328631.857142857,420111.5984419811,False
2001-04-26 00:00:00,W,1028140,624617,1652757,1652757,3,0,4,2001,High,1348451.0,433378.2363190384,False
2001-04-27 00:00:00,W,1034472,610723,1645195,1645195,4,0,4,2001,High,1367373.0,444495.90870595607,False
2001-04-28 00:00:00,A,624970,289747,914717,914717,5,1,4,2001,Medium,1369941.142857143,441364.46452655183,False
2001-04-29 00:00:00,U,423377,200002,623379,623379,6,2,4,2001,Medium,1377598.0,425343.7688078515,False
2001-04-30 00:00:00,W,1008390,600424,1608814,1608814,0,0,4,2001,High,1383109.4285714286,428494.1674491646,False
2001-05-01 00:00:00,W,1067496,632996,1700492,1700492,1,0,5,2001,High,1390370.7142857143,434157.29014982394,False
2001-05-02 00:00:00,W,1034088,627894,1661982,1661982,2,0,5,2001,High,1401048.0,440676.008283486,False
2001-05-03 00:00:00,W,1065048,634792,1699840,1699840,3,0,5,2001,High,1407774.142857143,445491.2302277228,False
2001-05-04 00:00:00,W,1046692,621087,1667779,1667779,4,0,5,2001,High,1411000.4285714286,447574.1311324335,False
2001-05-05 00:00:00,A,637957,307025,944982,944982,5,1,5,2001,Medium,1415324.0,442093.63611456833,False
2001-05-06 00:00:00,U,417760,206450,624210,624210,6,2,5,2001,Medium,1415442.7142857143,441845.57594206126,False
2001-05-07 00:00:00,W,1007381,598338,1605719,1605719,0,0,5,2001,High,1415000.5714285714,441621.31595061487,False
2001-05-08 00:00:00,W,1044379,621604,1665983,1665983,1,0,5,2001,High,1410070.7142857143,438081.6170980454,False
2001-05-09 00:00:00,W,1041324,619928,1661252,1661252,2,0,5,2001,High,1409966.4285714286,438011.7360927133,False
2001-05-10 00:00:00,W,1018705,614067,1632772,1632772,3,0,5,2001,High,1400385.2857142857,431296.2502517712,False
2001-05-11 00:00:00,W,1004068,600295,1604363,1604363,4,0,5,2001,High,1391325.857142857,425368.80657668883,False
2001-05-12 00:00:00,A,649008,289167,938175,938175,5,1,5,2001,Medium,1390353.4285714286,426565.34685979754,False
2001-05-13 00:00:00,U,422270,200996,623266,623266,6,2,5,2001,Medium,1390218.5714285714,426847.98493798624,False
2001-05-14 00:00:00,W,963027,581644,1544671,1544671,0,0,5,2001,High,1381497.4285714286,422310.69193223846,False
2001-05-15 00:00:00,W,1035512,633053,1668565,1668565,1,0,5,2001,High,1381866.2857142857,422601.60927036835,False
2001-05-16 00:00:00,W,995884,627978,1623862,1623862,2,0,5,2001,High,1376524.857142857,418700.0822623235,False
2001-05-17 00:00:00,W,1006118,628882,1635000,1635000,3,0,5,2001,High,1376843.142857143,418928.1253848642,False
2001-05-18 00:00:00,W,1027834,628829,1656663,1656663,4,0,5,2001,High,1384314.5714285714,424096.6392961468,False
2001-05-19 00:00:00,A,645603,315487,961090,961090,5,1,5,2001,Medium,1387588.142857143,420149.0337865956,False
2001-05-20 00:00:00,U,427040,217899,644939,644939,6,2,5,2001,Medium,1390684.2857142857,413606.8125187316,False
2001-05-21 00:00:00,W,958236,590204,1548440,1548440,0,0,5,2001,High,1391222.7142857143,413843.0660784816,False
2001-05-22 00:00:00,W,1019568,637152,1656720,1656720,1,0,5,2001,High,1389530.5714285714,412542.22448369185,False
2001-05-23 00:00:00,W,978614,619656,1598270,1598270,2,0,5,2001,High,1385874.5714285714,410226.33755926264,False
2001-05-24 00:00:00,W,973423,615727,1589150,1589150,3,0,5,2001,High,1379324.5714285714,405929.17924265977,False
2001-05-25 00:00:00,W,988982,597892,1586874,1586874,4,0,5,2001,High,1369354.7142857143,398776.329609601,False
2001-05-26 00:00:00,A,512958,269276,782234,782234,5,1,5,2001,Medium,1343803.857142857,433512.0333679445,False
2001-05-27 00:00:00,U,390535,208208,598743,598743,6,2,5,2001,Medium,1337204.4285714286,446093.1934666633,False
2001-05-28 00:00:00,U,392906,191639,584545,584545,0,2,5,2001,Medium,1199505.142857143,513670.27675362193,False
2001-05-29 00:00:00,W,1003029,595375,1598404,1598404,1,0,5,2001,High,1191174.2857142857,505425.88802141685,False
2001-05-30 00:00:00,W,1002940,607442,1610382,1610382,2,0,5,2001,High,1192904.5714285714,507069.88334937824,False
2001-05-31 00:00:00,W,965359,602748,1568107,1568107,3,0,5,2001,High,1189898.4285714286,504384.50347555825,False
2001-06-01 00:00:00,W,1057056,611631,1668687,1668687,4,0,6,2001,High,1201586.0,515932.0143546044,False
2001-06-02 00:00:00,A,618944,282212,901156,901156,5,1,6,2001,Medium,1218574.857142857,501580.30210240773,False
2001-06-03 00:00:00,U,432408,204795,637203,637203,6,2,6,2001,Medium,1224069.142857143,493809.54352578346,False
2001-06-04 00:00:00,W,1029447,599699,1629146,1629146,0,0,6,2001,High,1373297.857142857,420772.8719049544,False
2001-06-05 00:00:00,W,935443,606051,1541494,1541494,1,0,6,2001,High,1365167.857142857,416223.7673429319,False
2001-06-06 00:00:00,W,1004243,627572,1631815,1631815,2,0,6,2001,High,1368229.7142857143,418401.41115907463,False
2001-06-07 00:00:00,W,1004748,646177,1650925,1650925,3,0,6,2001,High,1380060.857142857,426095.5113568746,False
2001-06-08 00:00:00,W,1012502,642049,1654551,1654551,4,0,6,2001,High,1378041.4285714286,424530.2404489218,False
2001-06-09 00:00:00,A,639444,358013,997457,997457,5,1,6,2001,Medium,1391798.7142857143,407728.56682876474,False
2001-06-10 00:00:00,U,438393,242257,680650,680650,6,2,6,2001,Medium,1398005.4285714286,394441.30191654555,False
2001-06-11 00:00:00,W,910186,586260,1496446,1496446,0,0,6,2001,High,1379048.2857142857,384545.7522479024,False
2001-06-12 00:00:00,W,946314,605737,1552051,1552051,1,0,6,2001,High,1380556.4285714286,385308.9714821333,False
2001-06-13 00:00:00,W,911372,599114,1510486,1510486,2,0,6,2001,High,1363223.7142857143,374705.636456012,False
2001-06-14 00:00:00,W,891710,602538,1494248,1494248,3,0,6,2001,High,1340841.2857142857,359006.5936802624,False
2001-06-15 00:00:00,W,912712,612983,1525695,1525695,4,0,6,2001,High,1322433.2857142857,343195.652516032,False
2001-06-16 00:00:00,A,675335,340782,1016117,1016117,5,1,6,2001,High,1325099.0,340311.10125491576,False
2001-06-17 00:00:00,U,422714,237483,660197,660197,6,2,6,2001,Medium,1322177.142857143,346792.50979100325,False
2001-06-18 00:00:00,W,909937,590688,1500625,1500625,0,0,6,2001,High,1322774.142857143,347145.9292979583,False
2001-06-19 00:00:00,W,944122,613028,1557150,1557150,1,0,6,2001,High,1323502.5714285714,347712.1003315136,False
2001-06-20 00:00:00,W,939471,612707,1552178,1552178,2,0,6,2001,High,1329458.5714285714,351782.02527079073,False
2001-06-21 00:00:00,W,900375,596076,1496451,1496451,3,0,6,2001,High,1329773.2857142857,351954.9644337634,False
2001-06-22 00:00:00,W,957514,626565,1584079,1584079,4,0,6,2001,High,1338113.857142857,358011.38347936614,False
2001-06-23 00:00:00,A,631716,328467,960183,960183,5,1,6,2001,Medium,1330123.2857142857,366909.5520591394,False
2001-06-24 00:00:00,U,443240,281620,724860,724860,6,2,6,2001,Medium,1339360.857142857,347534.3637720973,False
2001-06-25 00:00:00,W,947130,621006,1568136,1568136,0,0,6,2001,High,1349005.2857142857,353638.619972289,False
2001-06-26 00:00:00,W,944301,635326,1579627,1579627,1,0,6,2001,High,1352216.2857142857,355938.1080523762,False
2001-06-27 00:00:00,W,944274,634994,1579268,1579268,2,0,6,2001,High,1356086.2857142857,358611.8087067199,False
2001-06-28 00:00:00,W,942731,611002,1553733,1553733,3,0,6,2001,High,1364269.4285714286,362975.618998879,False
2001-06-29 00:00:00,W,996694,666587,1663281,1663281,4,0,6,2001,High,1375584.0,372089.4461004419,False
2001-06-30 00:00:00,A,649995,363078,1013073,1013073,5,1,6,2001,High,1383139.7142857143,362666.041969613,False
2001-07-01 00:00:00,U,435317,271052,706369,706369,6,2,7,2001,Medium,1380498.142857143,368283.7493393871,False
2001-07-02 00:00:00,W,958879,627767,1586646,1586646,0,0,7,2001,High,1383142.4285714286,369918.35766101064,False
2001-07-03 00:00:00,W,990209,827670,1817879,1817879,1,0,7,2001,High,1417178.4285714286,400690.6750981603,False
2001-07-04 00:00:00,U,461383,306172,767555,767555,2,2,7,2001,Medium,1301219.4285714286,459153.2505020728,False
2001-07-05 00:00:00,W,918500,606574,1525074,1525074,3,0,7,2001,High,1297125.2857142857,456647.3249006337,False
2001-07-06 00:00:00,W,958011,643965,1601976,1601976,4,0,7,2001,High,1288367.4285714286,448978.0481823351,False
2001-07-07 00:00:00,A,599172,347374,946546,946546,5,1,7,2001,Medium,1278863.5714285714,456419.09287074365,False
2001-07-08 00:00:00,U,439513,256208,695721,695721,6,2,7,2001,Medium,1277342.4285714286,458657.3443559137,False
2001-07-09 00:00:00,W,935542,597633,1533175,1533175,0,0,7,2001,High,1269703.7142857143,453058.58944207005,False
2001-07-10 00:00:00,W,937066,610069,1547135,1547135,1,0,7,2001,High,1231026.0,407752.5246502671,False
2001-07-11 00:00:00,W,960775,614294,1575069,1575069,2,0,7,2001,High,1346385.142857143,366964.7629030293,False
2001-07-12 00:00:00,W,949551,636236,1585787,1585787,3,0,7,2001,High,1355058.4285714286,372566.72413938516,False
2001-07-13 00:00:00,W,957097,641244,1598341,1598341,4,0,7,2001,High,1354539.142857143,372167.5291435429,False
2001-07-14 00:00:00,A,629660,333365,963025,963025,5,1,7,2001,Medium,1356893.2857142857,369196.9086209126,False
2001-07-15 00:00:00,U,420137,241827,661964,661964,6,2,7,2001,Medium,1352070.857142857,379353.2377694215,False
2001-07-16 00:00:00,W,880246,623660,1503906,1503906,0,0,7,2001,High,1347889.5714285714,377179.4648068115,False
2001-07-17 00:00:00,W,920250,625940,1546190,1546190,1,0,7,2001,High,1347754.5714285714,377096.4252508272,False
2001-07-18 00:00:00,W,935427,612765,1548192,1548192,2,0,7,2001,High,1343915.0,374524.23170292604,False
2001-07-19 00:00:00,W,949691,618451,1568142,1568142,3,0,7,2001,High,1341394.2857142857,372679.8460558854,False
2001-07-20 00:00:00,W,937942,610617,1548559,1548559,4,0,7,2001,High,1334282.5714285714,367396.96411368554,False
2001-07-21 00:00:00,A,593545,305457,899002,899002,5,1,7,2001,Medium,1325136.4285714286,378799.5519743294,False
2001-07-22 00:00:00,U,379766,200473,580239,580239,6,2,7,2001,Medium,1313461.4285714286,403124.25155604235,False
2001-07-23 00:00:00,W,854318,574685,1429003,1429003,0,0,7,2001,High,1302761.0,398190.5320521826,False
2001-07-24 00:00:00,W,939133,630753,1569886,1569886,1,0,7,2001,High,1306146.142857143,400697.73981037515,False
2001-07-25 00:00:00,W,874776,612547,1487323,1487323,2,0,7,2001,High,1297450.5714285714,395192.2818919325,False
2001-07-26 00:00:00,W,954848,636674,1591522,1591522,3,0,7,2001,High,1300790.5714285714,397950.52129666315,False
2001-07-27 00:00:00,W,933625,634484,1568109,1568109,4,0,7,2001,High,1303583.4285714286,400042.30028454814,False
2001-07-28 00:00:00,A,607195,357848,965043,965043,5,1,7,2001,Medium,1313017.857142857,389551.76858299994,False
2001-07-29 00:00:00,U,432534,236416,668950,668950,6,2,7,2001,Medium,1325690.857142857,362224.10168818117,False
2001-07-30 00:00:00,W,908372,586076,1494448,1494448,0,0,7,2001,High,1335040.142857143,366158.32401272794,False
2001-07-31 00:00:00,W,884617,596502,1481119,1481119,1,0,7,2001,High,1322359.142857143,358118.30238597107,False
2001-08-01 00:00:00,W,873553,612734,1486287,1486287,2,0,8,2001,High,1322211.142857143,358038.97038331337,False
2001-08-02 00:00:00,W,790639,549367,1340006,1340006,3,0,8,2001,High,1286280.2857142857,338600.6890078217,False
2001-08-03 00:00:00,W,984483,603405,1587888,1587888,4,0,8,2001,High,1289105.857142857,341415.3047054907,False
2001-08-04 00:00:00,A,648406,319386,967792,967792,5,1,8,2001,Medium,1289498.5714285714,340981.7300979911,False
2001-08-05 00:00:00,U,453344,225172,678516,678516,6,2,8,2001,Medium,1290865.142857143,338087.1046611258,False
2001-08-06 00:00:00,W,907499,585919,1493418,1493418,0,0,8,2001,High,1290718.0,337983.9420953805,False
2001-08-07 00:00:00,W,875431,610601,1486032,1486032,1,0,8,2001,High,1291419.857142857,338450.0062187566,False
2001-08-08 00:00:00,W,854367,596163,1450530,1450530,2,0,8,2001,High,1286311.7142857143,335273.67492528394,False
2001-08-09 00:00:00,W,846305,602242,1448547,1448547,3,0,8,2001,High,1301817.5714285714,340637.83626204234,False
2001-08-10 00:00:00,W,946431,626136,1572567,1572567,4,0,8,2001,High,1299628.857142857,338536.12378318375,False
2001-08-11 00:00:00,A,607614,323141,930755,930755,5,1,8,2001,Medium,1294337.857142857,344817.9477625013,False
2001-08-12 00:00:00,U,420182,234020,654202,654202,6,2,8,2001,Medium,1290864.4285714286,352100.69713026594,False
2001-08-13 00:00:00,W,892382,571719,1464101,1464101,0,0,8,2001,High,1286676.2857142857,349454.23689791624,False
2001-08-14 00:00:00,W,866757,598019,1464776,1464776,1,0,8,2001,High,1283639.7142857143,347520.2258294783,False
2001-08-15 00:00:00,W,878793,584203,1462996,1462996,2,0,8,2001,High,1285420.5714285714,348548.4073883462,False
2001-08-16 00:00:00,W,800887,581402,1382289,1382289,3,0,8,2001,High,1275955.142857143,344253.3113243933,False
2001-08-17 00:00:00,W,929083,598538,1527621,1527621,4,0,8,2001,High,1269534.2857142857,338164.30231359164,False
2001-08-18 00:00:00,A,569201,296970,866171,866171,5,1,8,2001,Medium,1260308.0,349634.3894108054,False
2001-08-19 00:00:00,U,439920,235842,675762,675762,6,2,8,2001,Medium,1263388.0,343445.3803328851,False
2001-08-20 00:00:00,W,876831,606101,1482932,1482932,0,0,8,2001,High,1266078.142857143,345348.031488733,False
2001-08-21 00:00:00,W,894995,608242,1503237,1503237,1,0,8,2001,High,1271572.5714285714,349319.27635276463,False
2001-08-22 00:00:00,W,864392,599157,1463549,1463549,2,0,8,2001,High,1271651.5714285714,349369.841625298,False
2001-08-23 00:00:00,W,906026,612615,1518641,1518641,3,0,8,2001,High,1291130.4285714286,360199.68386061344,False
2001-08-24 00:00:00,W,926014,619276,1545290,1545290,4,0,8,2001,High,1293654.5714285714,362189.538734835,False
2001-08-25 00:00:00,A,518211,290626,808837,808837,5,1,8,2001,Medium,1285464.0,373925.98361083906,False
2001-08-26 00:00:00,U,439715,245014,684729,684729,6,2,8,2001,Medium,1286745.0,371496.606536767,False
2001-08-27 00:00:00,W,900370,590849,1491219,1491219,0,0,8,2001,High,1287928.857142857,372238.4627925263,False
